aah|00867440
sync|00394859
synchronise|02745129,00962766,00737871,00465909,00465741,00394859
synchronize|00394859,02745129,00962766,00737871,00465909,00465741
syncopate|00317887,00170308
syncretise|00554693,00369175
syncretize|00554693,00369175
syndicate|02454048,02453876,02248540
synthesise|00645728
synthesize|00645728,00646092
syphon|01857528
syringe|01376087
systematise|00481900
systematize|00481900
systemise|00481900
systemize|00481900
table|02648898,01749344
taboo|02514626
tabularise|01749344
tabularize|01749344
tabulate|01749344,00142787
tack|01360132,01950267,01660471,01334030,01331195,00121486
tack_on|01331195
tack_together|01660471
tackle|02575545,01494354,01152630
tag|01591414,01603521,01031793,02005890,01705892
tag_along|02030876
tag_on|01331195
tail|02005890,01558960,01324456
tailgate|02002157
tailor|00302443,01670612,01670222
tailor-make|01670222,01626526
taint|01540747,00088465
take|02605633,02272834,02003830,01216829,00525762,00626148,02081903,02210054,01846632,00676526,02240906,02399325,00736077,02634015,02113499,01004785,00173351,01159300,00671680,02214718,02211401,01986409,02241406,00524175,00601387,00758121,02080104,01153576,00558481,02722977,02213319,02214527,02212900,02205920,01429760,00760378,02747421,02707070,02596409,01934453,01103241,00087488
take_a_bow|00900967,00900804
take_a_breath|00001740
take_a_breather|00781405
take_a_chance|02550045
take_a_crap|00073791
take_a_dare|00952369,00952238
take_a_dive|00840764
take_a_firm_stand|00820635
take_a_hit|01202393
take_a_hop|01896097
take_a_joke|00671548
take_a_leak|00071765
take_a_look|02136242
take_a_powder|00428511
take_a_shit|00073791
take_aback|01813031
take_account|00593736
take_advantage|02284617,02575977
take_after|02672014,01748331
take_aim|01153576
take_apart|01661660,01575341,00645135
take_arms|01095876
take_away|01436911,00173351,00179456,02210501,01169274,00572138,00533195
take_back|02082541,02210669,02463837,01856558,00800738,00612324
take_care|02597753,02442554,02555278
take_chances|02550045
take_charge|02445635
take_control|02445635
take_down|01977139,01804404,01665698,01022943
take_effect|00523362
take_exception|00809824
take_fire|02766580
take_five|00781953
take_flight|02079709
take_for|00695546
take_for_granted|00633898
take_form|02629987
take_heart|01810374
take_heed|02175483
take_hold|02445635,01219234
take_hold_of|01441809
take_home|02294759
take_in|02663091,00856586,02771422,02498233,02222955,02155378,01472854,01217350,00603650,02294200,02193614,01543626,01541851,01200618,01159300,00414120,00304881
take_in_charge|02545352
take_in_vain|01164146
take_in_water|00258833
take_into_account|00725507
take_issue|00806464
take_it_easy|00026934
take_it_on_the_chin|00671446
take_kindly_to|02725121
take_leave|02012411
take_lying_down|00671284
take_note|02123398
take_notice|02123258
take_off|02018017,00179205,02018405,02417080,01747194,00050171,01868424,01329005,00642914
take_office|02388984
take_on|00525762,02386868,02575545,02241406,01081873
take_one's_lumps|00740164
take_orders|02548720,02391408
take_out|02410046,01488139,00179456,02244043,02492311,01355093,02331951,02316367,01999243,01858118,01353852,01169274,00678940,00617464
take_over|02279327,02386868,02417305,02306786,02279144,02601659,02351720,02221342
take_pains|02536754
take_part|02455121
take_place|00340744
take_pride|01832935
take_root|00416323
take_shape|02629987
take_sides_with|00897044
take_someone's_side|00897044
take_stage|02541026
take_stock|02157817,02477918
take_ten|00782097
take_the_air|01886163
take_the_bull_by_the_horns|01081732
take_the_cake|01110306
take_the_count|01127635
take_the_field|01096197,01157020
take_the_fifth|00896020
take_the_fifth_amendment|00896020
take_the_floor|01987522,00991522
take_the_road|01849529
take_the_stage|02541026
take_the_stand|01016830
take_the_veil|00890040
take_time_by_the_forelock|02407413
take_time_off|02417080
take_to|01780389,02606776
take_to_be|00691692
take_to_heart|00618360
take_to_task|00826456
take_to_the_woods|02079296
take_turns|00121022
take_up|00349076,00603507,02597327,02655595,02384670,02351720,01986409,01543237,01315031,01543626,01541851,01200618,00350937
take_up_arms|01095876
take_water|02021515
talc|00042095
talk|00964479,00944022,00965602,00954873,00939238,00832422
talk_about|01036184,00945595
talk_down|00866478,00965047,00751590
talk_into|00770557
talk_of|00945595
talk_out_of|00770434
talk_over|00815640
talk_shop|01036638
talk_terms|00763758
talk_through_one's_hat|00841205
talk_turkey|00966397
tally|02663315,01114241,00951873,00951320
tame|00202809,00935528,00303245,00302911,00302637
tamp|01577402
tamp_down|01577402
tamper|01588939,02544767
tampon|01425821
tan|00512511,00103629
tangle|02683607,01523757,01476664,01465557
tangle_with|02642894
tango|01900000
tank|02286927,01173860,00185493
tantalise|00852181
tantalize|00852181
tap|01405968,02317298,01250368,01166589,02193294,02365273,02189819,01905014,01899750,01858505,01616636,00784104
tap_dance|01713907
tap_out|01884553
tapdance|01899750
tape|01334500,01005094,01000444
tape_record|01001315
taper|00152582,00393662
taper_off|02689494,00306198
tar|01275021
tar-and-feather|01275146
target|01153025
tariff|02312973
tarmac|01606339
tarnish|01540197
tarry|02645159,02015412
tart_up|01682035,00043768
task|02397742,01168553
taste|02198732,02195992,01197832,02198941,02197438,00598456
tat|01678439
tattle|01038676,00939238
tattoo|01685228
taunt|00852181
tauten|00421502,00421387
tax|02312527,02313369,01168553,00845840
taxi|01952731,01952866
teach|00830768,00274533
team|01091696
team_up|01091696
tear|01576346,01559128,02059191,01386929,00066748
tear_apart|00848023
tear_away|00179012
tear_down|01665698
tear_into|01245101
tear_off|00179012
tear_out|01353852
tear_up|01576722
teargas|01127984
tease|01807344,00852181,01807605,01575217,01534423,01466421,01358959,00854188,00039919
tease_apart|01466421
tee|01502331,01358513
tee_off|01086581
tee_up|01652226,01502331
teem|02720849,02032212
teem_in|02721798
teeter|01885027
teeter-totter|01996407
teetertotter|01996407
teethe|00095744
teetotal|01198897
telecast|00971538
telecommunicate|00792365
telefax|01009703
telegraph|01009249
telepathise|00994836
telepathize|00994836
telephone|00791110
teleport|02108968
telescope|01597703,00245809
televise|00971538
telex|00792627
tell|01011267,00954556,00955248,00748704,00722885,01021652,00956454,00652006
tell_apart|02197640,00652006
tell_off|00827309
tell_on|00843665,00137889
temper|00303837,00303656,00296035,00295646,00203298
temporise|00319285
temporize|00319285
tempt|00795447,00784574,01811496,00778568,01811737,00786231
tenant|02465906
tend|02725274,02555544,02443912
tender|02301576,02303593,02301456,00515952
tenderise|00515952
tenderize|00515952
tense|01575559,00537384,00026146,00025196
tense_up|00026146,00025196
tent|02660091
tenure|02402602
tergiversate|00837185,00759901
term|01031675
terminate|00353480,02615799,02741293,02407967
terrace|02231162,00141569
terrasse|02231162
terrify|01784760
territorialise|02437822,00581029,00541704
territorialize|02437822,00581029,00541704
terrorise|02512010,01784760
terrorize|02512010,01784760
tessellate|02666092,01341560
test|02537291,02538775,00788120,02751588,01115009,00922749,00671888
test_drive|01935346
test_fly|01945996
testify|01016830,01017253
tether|01292612
thank|00893836
thatch|01236402
thaw|00376777
theme|02368596
theologise|01035990,00633060
theologize|01035990,00633060
theorise|00635105
theorize|00635105,00634756,00634593
thermostat|02517090
thicken|00432280,00432070,00432563
thieve|02327226
thin|00431952,00431578,00226497,00045548
thin_out|00431323,00431447,00226497
think|00691086,00633399,00630153,00609334,01640708,00725018,00710367,00741345,00741087,00691551,00631400,00610362,00562964
think_about|00736371,00713544
think_back|00612810
think_of|00611237,00713544,00691692,00732037,01637684,00725184
think_out|00631551
think_over|00632042
think_the_world_of|00696274
think_twice|01068314
think_up|01637684
thirst|02126525,01191018
thoriate|00498472
thrash|01418847,01894785,01901878,01884383,01842802,01419018,01415566
thrash_about|01894785
thrash_out|01066173
thread|01886807,01524545,01362620,01362506,01362135
threaten|02702962,00873067,00873444
thresh|01894785,02098198,01419018,01418847
thresh_about|01894785
thrill|02121816,01800357,01892939,01816291
thrive|00311168,02347796
throb|02127130,01883244,01892939
thrombose|00522828
throne|02570461,02396335
throng|02068059
throttle|00234091,01573763,00173172
throw|01511000,02101482,01516062,01501904,01062189,01512805,01636439,02101619,01795261,01069686,01737358,01667338,01530542,01439648,00623406
throw_a_fit|01799439
throw_away|02227100,01516062
throw_back|01515777
throw_cold_water_on|01823710
throw_in|02361973,01085437,00916722
throw_in_the_towel|01085437
throw_off|01516062,02077473
throw_out|02507387,02227100,02406951,00877337,00803288
throw_out_of_kilter|00277400
throw_overboard|02308311,01512456
throw_together|01743556,01475437
throw_up|00076153
thrum|02191487,02184806,02179274
thrust|01903255,02098847,02066140,00749422,01444129,02719932,02719727,01501904
thrust_ahead|02000606
thrust_out|01877150
thud|02189056,01240768,02189243
thumb|01960814,02157453,01212517
thumbtack|01360359
thump|01884106,02189056,01417280
thump_out|01884553
thunder|02093059,00917558,02776493,01048459
thurify|02131151
thwack|01417570
thwart|02563998
tick|02190110,02180022,01334371,00664100
tick_off|00664100
tick_over|01529271
ticket|02504365,02334409
tickle|02124605,01800357,01434620
tickle_pink|01816291
ticktack|02180022
ticktock|02180022
tide|01907749,01878417,01878313
tide_over|02629427
tidy|00276642
tidy_up|00276642
tie|01288043,01117608,00234918,01357376,00141452,02543752,02495105,01662338,01358114
tie-dye|00289153
tie_down|01289516,00887289
tie_in|02741981,00715072
tie_up|01289516,02276768,01479644,01308202,01288641
tighten|00421085,00420903,00419690,00233575
tighten_one's_belt|02273549
tighten_up|00419690
tile|01341345
till|01744489
tiller|00095349
tilt|02042202,01888570,01888967,01125332
time|00491904,00680466,00703992,00298687,00297754
tin|01398036,00214220,00213460
tinct|00287688
tincture|00499380,00288320
ting|02184706,02140484
tinge|00838605,00287688
tingle|02127448
tink|02190952
tinker|01475976,02416659,00262200
tinkle|02190952
tinsel|02330401,01681884,01522079
tint|00287688
tintinnabulate|02185727
tip|02043389,00512259,02206915,02101325,02042202,01927976,01250368,00875151,00176031
tip_off|00875151
tip_over|01913971,01913390
tipple|01174411
tippytoe|01927976
tiptoe|01927976
tire|00075867,00074774,02285714,01825834
tire_out|00074774
tissue|01677786
tithe|02311988,02311849,02257563,02257350
titillate|02124605,01820186
titivate|00294739
title|01031533,01030475
titrate|00492846
titter|00030135
tittivate|00294739
tittle-tattle|01038676
tittup|01920627
toady|00882499
toast|00322952,01177764
toboggan|01943893
toddle|01922796
toe|01910518,01519497,01406792,01404959,01209664
toe_the_line|02548403
toenail|01519497
tog|00047662
tog_out|00043880
tog_up|00043880
toggle|02362560,01610908,01477705
toil|02424873
toilet-train|00605844
tolerate|00670017,02463017,02113858,00804608
toll|02186419,02311708
tomahawk|01557301,01329106
tone|01068797,00984325,00290894,00290736,00101031
tone_down|02195757,00935528
tone_up|00101031
tongue|01738181,01434986
tongue-tie|02318522
tonsure|00037772
tool|02104619,01960567,02342999,01673442
tool_around|01960567
toot|02187621
tootle|02187888
top|02674870,02085425,02697564,02693227,02365496,02025228,01409551,01324169,00486822,00485643
top_off|00485643,00454249
top_out|02387884,02365496,02012080
topdress|00504139
tope|01174572
topicalize|01015865
topple|01980502,02101325
torch|00379951
torment|01806671,01806967,00070949
torpedo|01140409
torture|01806671,00070949
toss|01515257,01897072,01517157,01894785,02227100,01421190
toss_away|02227100
toss_back|01515777
toss_in|01029370
toss_off|01704514,01204994
toss_out|02227100
tot|00951320
tot_up|00951320
total|02651091,00951320,00260268
totalise|00194134
totalize|00194134
tote|01456857
tote_up|00951320
totter|01923035,01922796,01885027
touch|01208838,02131823,01774723,02681865,01208316,00137133,02605322,01209469,02691488,02677976,01210147,01028737,00592037,01174998,00287688
touch-type|01007827
touch_a_chord|01763770
touch_base|02394488
touch_down|01983716
touch_off|01647199
touch_on|01026772,02681865,00261534,00137133
touch_up|00230988
toughen|00304090
tour|01849171
tourney|01125585
tousle|01476664
tout|00973492,00884747
tow|01457042
towel|01396989
tower|02702345
toy|02442312,01589199,00013321
toy_with|00713544
trace|00731071,01585566,02008366,02007615,02160493,01999981,01698271,00627767
track|02082700,02202143,02005890,01916152,01621487
track_down|01146304
trade|02265169,02264892,02734659,02263812,02249738
trade_in|02264892
trademark|01591797,01004206
traduce|00849849
traffic|02265930,02265577
trail|02062680,02005890,02063844,01545624,01456580
train|00604693,00604200,02559394,02392176,02393545,01153576,00835381,00099798,02515254,01940396,01456580
traipse|01914866
tram|01949042
trammel|01483400,00234091
tramp|01924691,01925197,01885950,01885173
tramp_down|01871490
trample|01933420,00070210,01871490
trance|01810472
tranquilize|01768652,00022309
tranquillise|01768652,00022309
tranquillize|01768652,00022309
transact|02250547
transaminate|00581422,00581219
transcend|02675266,02674870
transcribe|00997148,00996727,01711972,00996940,00557466
transduce|00162357
transect|01553731
transfer|02398228,02236972,01859141,02016196,02225243,02092508,01438013,02090707,00556317
transfigure|00581589,00384726
transfix|01825070,01446945
transform|00545091,00383306,00382272,00384213,00382927,00382681,00382521
transfuse|02330038,01857426,00087042,00081120
transgress|02572443,02695371,02571602,02023426
transistorise|02345732
transistorize|02345732
transit|01919358,01871058,01870858,01857682
transition|00551900,00551623
transitivise|00421669
transitivize|00421669
translate|00961859,00384213,00595247,01438923,00523521,02758975,02734017,02108203,00963979,00921579
transliterate|00996727
translocate|02367322,02367129
transmigrate|02704568,01860612
transmit|02236443,02084180,00975088,01438013
transmogrify|00384726
transmute|00382272,00383306,00383164
transpirate|02070685
transpire|02070685,00368216,00343834,00341832,00068511
transplant|01859141,02759130,01533219,00556317
transport|01957669,01452567,01821281,01954657,01438013
transpose|00381095,00556317,00121734,01871289,01710490,00554484,00381543
transship|02017015
transubstantiate|00383764,00383306
transude|00067770
trap|02501834,01483400,01609852,01209769
trash|02228020,00848023
traumatise|00089938
traumatize|00089938
travail|02424873
travel|01839438,01849662,01846997,01850858,01845021,02106280
travel_along|01995963
travel_by|02055618
travel_purposefully|01879137
travel_rapidly|02059573
travel_to|01847631
traverse|01916152,02691213,01070402
travesty|01727960
trawl|01146179
tread|02095677,01933420,01597585,01222431,02314493,01430540
tread_down|01871490
tread_on|02096306
treadle|01933641,01228025
treasure|02260917,01780135
treat|02519853,00516235,00078513,01035399,02266449,01178529,00764765,00652816
